"ledger_id","entity_type","entity_id","original_classification","canonical_disposition","source_presence","policy_or_decision","approval_status","active_in_preview","stable_identifier_preserved","provenance_preserved","recommended_action","evidence","remaining_decision"
"CDL-0080","plant","2","production_baseline","KEEP","live_production:data.js:window.PLANTS","accepted production baseline","accepted baseline","yes","yes","yes","Retain exact production record and stable plant number.","sha256=39263077ab37f8a6d11aee6950cddf414f8f6f0b451d79002ed48837dbdeca1e",""
"CDL-0081","plant","4","production_baseline","KEEP","live_production:data.js:window.PLANTS","accepted production baseline","accepted baseline","yes","yes","yes","Retain exact production record and stable plant number.","sha256=6f1adc77a80aac600032937895fe300d5169941d3984e141ac9ea98301cab72c",""
"CDL-0082","plant","5","production_baseline","KEEP","live_production:data.js:window.PLANTS","accepted production baseline","accepted baseline","yes","yes","yes","Retain exact production record and stable plant number.","sha256=f233f8354c1d2054204db44b3843935c961f0e0e1a79295dde7bef7d930788e1",""
"CDL-0083","plant","8","production_baseline","KEEP","live_production:data.js:window.PLANTS","accepted production baseline","accepted baseline","yes","yes","yes","Retain exact production record and stable plant number.","sha256=1942a1a05c702ceee5f1a77f61f128bda5ccf4bf0c46d2f3fbb5f903fe7f5071",""
"CDL-0084","plant","9","production_baseline","KEEP","live_production:data.js:window.PLANTS","accepted production baseline","accepted baseline","yes","yes","yes","Retain exact production record and stable plant number.","sha256=152223bc01399fcbcfddd0da4d4417f48ec62609fc9a2e2aafbf12ccf07dfc4d",""
"CDL-0085","plant","10","production_baseline","KEEP","live_production:data.js:window.PLANTS","accepted production baseline","accepted baseline","yes","yes","yes","Retain exact production record and stable plant number.","sha256=f7eeb36d397205a164232aec72b31673bded0bc2040a9e4edaf6cd19cedf633c",""
"CDL-0086","plant","11","production_baseline","KEEP","live_production:data.js:window.PLANTS","accepted production baseline","accepted baseline","yes","yes","yes","Retain exact production record and stable plant number.","sha256=eb48d176b9b0f8e55aae6c250b9ba4aa9d4a172e0211526cc2f147826b187a31",""
"CDL-0087","plant","12","production_baseline","KEEP","live_production:data.js:window.PLANTS","accepted production baseline","accepted baseline","yes","yes","yes","Retain exact production record and stable plant number.","sha256=2a41a1f22d8d99561e4098dedc9ef083ccef5df9f8004bc58d8b395531d656f8",""
"CDL-0088","plant","15","production_baseline","KEEP","live_production:data.js:window.PLANTS","accepted production baseline","accepted baseline","yes","yes","yes","Retain exact production record and stable plant number.","sha256=633959d4aed88b4833476c63584e3d9ea82649af86f8513a41803629fa44be3d",""
"CDL-0089","plant","17","production_baseline","KEEP","live_production:data.js:window.PLANTS","accepted production baseline","accepted baseline","yes","yes","yes","Retain exact production record and stable plant number.","sha256=e9fbdfaf55224e498239f230c7a5105a2ebc8d9ed8e2593b9340fa934d8776a0",""
"CDL-0090","plant","19","production_baseline","KEEP","live_production:data.js:window.PLANTS","accepted production baseline","accepted baseline","yes","yes","yes","Retain exact production record and stable plant number.","sha256=ec9d3c728de65a213d2aca444268a3bdb176f7f20f403e582f27c932a31c6a51",""
"CDL-0091","plant","20","production_baseline","KEEP","live_production:data.js:window.PLANTS","accepted production baseline","accepted baseline","yes","yes","yes","Retain exact production record and stable plant number.","sha256=f72b5e68169a9e5b6428ab0f4e8de1660363d381035a9806158eea3c3483b93e",""
"CDL-0092","plant","21","production_baseline","KEEP","live_production:data.js:window.PLANTS","accepted production baseline","accepted baseline","yes","yes","yes","Retain exact production record and stable plant number.","sha256=3c6d3e31e053eed58d456cb9f250ca22fac814705979bb3e630a3ded46836456",""
"CDL-0093","plant","22","production_baseline","KEEP","live_production:data.js:window.PLANTS","accepted production baseline","accepted baseline","yes","yes","yes","Retain exact production record and stable plant number.","sha256=1aa3657db5292e3c7e43f99fc193ae8017c76d76c118d0fda5f72d07b19373bd",""
"CDL-0094","plant","23","production_baseline","KEEP","live_production:data.js:window.PLANTS","accepted production baseline","accepted baseline","yes","yes","yes","Retain exact production record and stable plant number.","sha256=112d6798e6022897485862b96c04510cdd1f21bb953321da5f4f0f6924d51cb3",""
"CDL-0095","plant","24","production_baseline","KEEP","live_production:data.js:window.PLANTS","accepted production baseline","accepted baseline","yes","yes","yes","Retain exact production record and stable plant number.","sha256=1c0c2eb680280da6f5706273c8203c51bafb2a6c21423d4b5dd55502b922608f",""
"CDL-0096","plant","25","production_baseline","KEEP","live_production:data.js:window.PLANTS","accepted production baseline","accepted baseline","yes","yes","yes","Retain exact production record and stable plant number.","sha256=5101431edd41db84ff39a7a293b111e47a9e86a02cc1fe94e9557be7d18eacd0",""
"CDL-0097","plant","26","production_baseline","KEEP","live_production:data.js:window.PLANTS","accepted production baseline","accepted baseline","yes","yes","yes","Retain exact production record and stable plant number.","sha256=59d03ee6dae3ece0570e6a38bd6bef9b3194a851db2c22e272e93a7ab80bbc08",""
"CDL-0098","plant","28","production_baseline","KEEP","live_production:data.js:window.PLANTS","accepted production baseline","accepted baseline","yes","yes","yes","Retain exact production record and stable plant number.","sha256=a7c01e02d62dcdd13520206b01ed9d018480251d00f2324aaf0839b5d80b961b",""
"CDL-0099","plant","29","production_baseline","KEEP","live_production:data.js:window.PLANTS","accepted production baseline","accepted baseline","yes","yes","yes","Retain exact production record and stable plant number.","sha256=380e599dbec393d3b5edb557b9cf6972730703f090daec22b35bb3bd00b9267c",""
"CDL-0100","plant","30","production_baseline","KEEP","live_production:data.js:window.PLANTS","accepted production baseline","accepted baseline","yes","yes","yes","Retain exact production record and stable plant number.","sha256=9bf9c7ff49d1477fcb289df11b0e55a0bf6bbcb0ec3ce4f0889fbd00a0257e34",""
"CDL-0101","plant","31","production_baseline","KEEP","live_production:data.js:window.PLANTS","accepted production baseline","accepted baseline","yes","yes","yes","Retain exact production record and stable plant number.","sha256=0a9e2fe29b81ec77e1f3a255dc2e9631319d468df07db21da5696a40c3e6c6d8",""
"CDL-0102","plant","32","production_baseline","KEEP","live_production:data.js:window.PLANTS","accepted production baseline","accepted baseline","yes","yes","yes","Retain exact production record and stable plant number.","sha256=22a1647a4222ffb56da11ba8d00fbe1c1dde73080d0d6e1523028822f47143a3",""
"CDL-0103","plant","33","production_baseline","KEEP","live_production:data.js:window.PLANTS","accepted production baseline","accepted baseline","yes","yes","yes","Retain exact production record and stable plant number.","sha256=d23377196f3477b1e27057f65bd4bdd9b50d00cb5533d7d0a8fb422ff90c123b",""
"CDL-0104","plant","34","production_baseline","KEEP","live_production:data.js:window.PLANTS","accepted production baseline","accepted baseline","yes","yes","yes","Retain exact production record and stable plant number.","sha256=b094d3c9d92fbfaeaa8bf47382dc9c6f0d30698a54f8d713a5ce49f397742ee5",""
"CDL-0105","plant","35","production_baseline","KEEP","live_production:data.js:window.PLANTS","accepted production baseline","accepted baseline","yes","yes","yes","Retain exact production record and stable plant number.","sha256=8b22c922f4e0e9dad6ef8f86f2d3779c276093064f62b88e7a3b4f1414912452",""
"CDL-0106","plant","37","production_baseline","KEEP","live_production:data.js:window.PLANTS","accepted production baseline","accepted baseline","yes","yes","yes","Retain exact production record and stable plant number.","sha256=61b384bbcad1f7079e16668a0c4c4bdcf1dc4a1b3330edcfe7a8337888b058d8",""
"CDL-0107","plant","38","production_baseline","KEEP","live_production:data.js:window.PLANTS","accepted production baseline","accepted baseline","yes","yes","yes","Retain exact production record and stable plant number.","sha256=c92012a140f1618561eb4305916aebebec5d449a1e43bc89c3a2507d13e6fcc4",""
"CDL-0108","plant","39","production_baseline","KEEP","live_production:data.js:window.PLANTS","accepted production baseline","accepted baseline","yes","yes","yes","Retain exact production record and stable plant number.","sha256=eea9f827600bd7a40e810ed89bf01e051c3b9754c0187bd7d0c6284a31097fc1",""
"CDL-0109","plant","40","production_baseline","KEEP","live_production:data.js:window.PLANTS","accepted production baseline","accepted baseline","yes","yes","yes","Retain exact production record and stable plant number.","sha256=a5c70b2db374998b21859bf0e76e6cdca3a6072ed4b1244528acebb82c16a86c",""
"CDL-0110","plant","41","production_baseline","KEEP","live_production:data.js:window.PLANTS","accepted production baseline","accepted baseline","yes","yes","yes","Retain exact production record and stable plant number.","sha256=8bd7297ca3abfd3dae69bf51d05e0b2d70b2d37287d395421ef4a5feb32dc80f",""
"CDL-0111","plant","44","production_baseline","KEEP","live_production:data.js:window.PLANTS","accepted production baseline","accepted baseline","yes","yes","yes","Retain exact production record and stable plant number.","sha256=df20a3388f56ab8fa06dd4d96370c57e31c71ee0c3b081c2937ce2a2e44a620e",""
"CDL-0112","plant","47","production_baseline","KEEP","live_production:data.js:window.PLANTS","accepted production baseline","accepted baseline","yes","yes","yes","Retain exact production record and stable plant number.","sha256=12448943de092afebd08eef295cfcc0d0f838289779d8b424803ae93fba43a94",""
"CDL-0113","plant","49","production_baseline","KEEP","live_production:data.js:window.PLANTS","accepted production baseline","accepted baseline","yes","yes","yes","Retain exact production record and stable plant number.","sha256=63159d431aa4997d384f7ca57611d15edd09370e61582656448d70446929ba27",""
"CDL-0114","plant","50","production_baseline","KEEP","live_production:data.js:window.PLANTS","accepted production baseline","accepted baseline","yes","yes","yes","Retain exact production record and stable plant number.","sha256=97eba215ca2e578d3eddce18ae6db91df7dc25dff1f8a573d3be80529857b9da",""
"CDL-0115","plant","51","production_baseline","KEEP","live_production:data.js:window.PLANTS","accepted production baseline","accepted baseline","yes","yes","yes","Retain exact production record and stable plant number.","sha256=b4bf4d405c3a21f62dc0ff972cc47a8c14bf21e4d7aa8adf354b91c5307c8fa7",""
"CDL-0116","plant","58","production_baseline","KEEP","live_production:data.js:window.PLANTS","accepted production baseline","accepted baseline","yes","yes","yes","Retain exact production record and stable plant number.","sha256=070b40f7b73089de43c0d6274ce77afb46fc93cfa4f121bcfd4d99bba003cd03",""
"CDL-0117","plant","59","production_baseline","KEEP","live_production:data.js:window.PLANTS","accepted production baseline","accepted baseline","yes","yes","yes","Retain exact production record and stable plant number.","sha256=3b4d99dd0c68eee108f082fca91d6ed412f2b8e0dab28cacbf30be23a0d9ddaa",""
"CDL-0118","plant","60","production_baseline","KEEP","live_production:data.js:window.PLANTS","accepted production baseline","accepted baseline","yes","yes","yes","Retain exact production record and stable plant number.","sha256=989baa1d9d0fc450eece2029df99283686a8714660080fed8a1e6b38f4d5629e",""
"CDL-0119","plant","61","production_baseline","KEEP","live_production:data.js:window.PLANTS","accepted production baseline","accepted baseline","yes","yes","yes","Retain exact production record and stable plant number.","sha256=7b3408e49cf0b1ef0c9e4e8acf616b63851fc13d3ae8beaa05b4b82b3e6b844e",""
"CDL-0120","plant","62","production_baseline","KEEP","live_production:data.js:window.PLANTS","accepted production baseline","accepted baseline","yes","yes","yes","Retain exact production record and stable plant number.","sha256=defdcd13e27be7e9c2bdf3ed6fc1c591f8abee7f0cd7d5db880617593fe1128f",""
"CDL-0121","plant","63","production_baseline","KEEP","live_production:data.js:window.PLANTS","accepted production baseline","accepted baseline","yes","yes","yes","Retain exact production record and stable plant number.","sha256=6fc48ee9cc1cdaea284fa5a652455969cc281e7ce04e62dce2e4f98d4dee3881",""
"CDL-0122","plant","71","production_baseline","KEEP","live_production:data.js:window.PLANTS","accepted production baseline","accepted baseline","yes","yes","yes","Retain exact production record and stable plant number.","sha256=b508a9fe33e161c3b82d02732954ee36dc8bcef52a2b49a03aac828df5886497",""
"CDL-0123","plant","72","production_baseline","KEEP","live_production:data.js:window.PLANTS","accepted production baseline","accepted baseline","yes","yes","yes","Retain exact production record and stable plant number.","sha256=c2e050155fd51d6a3e4238ee9e85efc8d542fe2c13ab4ef0218a412e2a5cd8b0",""
"CDL-0124","legacy_visitor","brenda","production_baseline","KEEP","live_production:data.js:window.VISITORS","accepted legacy production model","accepted baseline","yes","yes","yes","Retain as legacy wildlife; do not equate with modern species.","sha256=f0a6a3786b5bd6d4ee50aa606e6b6571709569d8e9a9b17d1f26bdf55cc42c5c",""
"CDL-0125","legacy_visitor","big-booty-judy","production_baseline","KEEP","live_production:data.js:window.VISITORS","accepted legacy production model","accepted baseline","yes","yes","yes","Retain as legacy wildlife; do not equate with modern species.","sha256=08f4eaa1ed7bac3b1e0b507d61f636b95d0ab256d7a89547f993eb0d4e0bb8e9",""
"CDL-0126","legacy_visitor","broad-tailed-hummingbird","production_baseline","KEEP","live_production:data.js:window.VISITORS","accepted legacy production model","accepted baseline","yes","yes","yes","Retain as legacy wildlife; do not equate with modern species.","sha256=e16e9e963de79680084575b9eb566c1a9dba30d9f88e4985b7174231a7885c9c",""
"CDL-0127","legacy_visitor","white-lined-sphinx","production_baseline","KEEP","live_production:data.js:window.VISITORS","accepted legacy production model","accepted baseline","yes","yes","yes","Retain as legacy wildlife; do not equate with modern species.","sha256=7632d9324a569ead720193b965707e0c346386bb85b3612276c94472f0d578be",""
"CDL-0128","media_manifest_key","hero","production_baseline","MERGE","live_production; worktree","media manifest field review","exact field review pending","baseline_only","yes","yes","Keep the production value active and preserve the repository variant until an additive merge is approved.","production_sha256=5c3825c165c87da8661004502a24a40170cc9b5d6f1afe1bc294822f4d8a0010; repository_sha256=bf0a5cc9fedf5e2c5e5ca8573d69c2294cd66b52a0548a7da71f4bf4bab18f9c","Approve exact media-manifest field merge."
"CDL-0129","media_manifest_key","plants","production_baseline","MERGE","live_production; worktree","media manifest field review","exact field review pending","baseline_only","yes","yes","Keep the production value active and preserve the repository variant until an additive merge is approved.","production_sha256=15aa29c66e9e0856bce194f5288dcdea87a349a92a7fc2eed264c87fbf66339f; repository_sha256=c6296b80e6eafbfd3ffeee9a3b549cd86407996bb73e95569880ec11c5fe015c","Approve exact media-manifest field merge."
"CDL-0130","media_manifest_key","wildlife","production_baseline","KEEP","live_production; worktree identical","media manifest field review","accepted baseline","yes","yes","yes","Retain the identical deployed value.","production_sha256=8b84546dd93a953e252a1eebf24e18999a74c1059f4f44e139d74316c201b173; repository_sha256=8b84546dd93a953e252a1eebf24e18999a74c1059f4f44e139d74316c201b173",""
"CDL-0131","media_asset","images/maps/front-aerial-measured.jpg","HUMAN_DECISION_REQUIRED","DEFER","repository media library; candidates=","POL-04","policy approval pending","no","yes","yes","Classify as unlinked evidence; preserve in place and investigate folder/date/EXIF context. Do not delete.","repository path=images/maps/front-aerial-measured.jpg; unique-by-sha256","Linkage remains deferred."
"CDL-0132","media_asset","images/maps/front-east-numbered.jpg","HUMAN_DECISION_REQUIRED","DEFER","repository media library; candidates=","POL-04","policy approval pending","no","yes","yes","Classify as unlinked evidence; preserve in place and investigate folder/date/EXIF context. Do not delete.","repository path=images/maps/front-east-numbered.jpg; unique-by-sha256","Linkage remains deferred."
"CDL-0133","media_asset","images/maps/front-landscape-plan.jpg","HUMAN_DECISION_REQUIRED","DEFER","repository media library; candidates=","POL-04","policy approval pending","no","yes","yes","Classify as unlinked evidence; preserve in place and investigate folder/date/EXIF context. Do not delete.","repository path=images/maps/front-landscape-plan.jpg; unique-by-sha256","Linkage remains deferred."
"CDL-0134","media_asset","images/maps/front-west-numbered.jpg","HUMAN_DECISION_REQUIRED","DEFER","repository media library; candidates=","POL-04","policy approval pending","no","yes","yes","Classify as unlinked evidence; preserve in place and investigate folder/date/EXIF context. Do not delete.","repository path=images/maps/front-west-numbered.jpg; unique-by-sha256","Linkage remains deferred."
"CDL-0135","media_asset","images/objects/feature-birdbath/hero.jpg","HUMAN_DECISION_REQUIRED","DEFER","repository media library; candidates=","POL-04","policy approval pending","no","yes","yes","Classify as unlinked evidence; preserve in place and investigate folder/date/EXIF context. Do not delete.","repository path=images/objects/feature-birdbath/hero.jpg; DUP-001 (2 byte-identical files; sha256 7bfc2cecd1ea)","Linkage remains deferred."
"CDL-0136","media_asset","images/observations/2025/2025-07-24-mrmqszjt/photo-1-jpg.jpg","RESTORE","RESTORE","repository media library; candidates=2025-07-24-mrmqszjt","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2025; folder=2025-07-24-mrmqszjt; unique-by-sha256",""
"CDL-0137","media_asset","images/observations/2026/2026-06-05-mrmqc198/photo-1-jpg.jpg","RESTORE","RESTORE","repository media library; candidates=2026-06-05-mrmqc198","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-06-05-mrmqc198; unique-by-sha256",""
"CDL-0138","media_asset","images/observations/2026/2026-06-05-mrmqc198/photo-2-jpg.jpg","RESTORE","RESTORE","repository media library; candidates=2026-06-05-mrmqc198","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-06-05-mrmqc198; unique-by-sha256",""
"CDL-0139","media_asset","images/observations/2026/2026-07-07-53f8effa-ed4e-46a5-b0cd-993d3d5f93e2/garden-6a939aac-d287-429c-bb81-7906ae2b3d15-1.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-07-53f8effa-ed4e-46a5-b0cd-993d3d5f93e2","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-07-53f8effa-ed4e-46a5-b0cd-993d3d5f93e2; DUP-002 (3 byte-identical files; sha256 df185f747067)",""
"CDL-0140","media_asset","images/observations/2026/2026-07-13-mrjuz62o/2026-07-13-01-jpg.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-13-mrjuz62o","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-13-mrjuz62o; unique-by-sha256",""
"CDL-0141","media_asset","images/observations/2026/2026-07-13-mrjv1r5e/2026-07-13-01-jpg.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-13-mrjv1r5e","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-13-mrjv1r5e; unique-by-sha256",""
"CDL-0142","media_asset","images/observations/2026/2026-07-13-mrjv4ib9/2026-07-13-01-jpg.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-13-mrjv4ib9","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-13-mrjv4ib9; DUP-003 (2 byte-identical files; sha256 12ac6e68b857)",""
"CDL-0143","media_asset","images/observations/2026/2026-07-13-mrjv66aa/2026-07-13-01-jpg.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-13-mrjv66aa","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-13-mrjv66aa; DUP-004 (2 byte-identical files; sha256 1f72bc90f401)",""
"CDL-0144","media_asset","images/observations/2026/2026-07-13-mrjvahjq/2026-07-13-01-jpg.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-13-mrjvahjq","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-13-mrjvahjq; unique-by-sha256",""
"CDL-0145","media_asset","images/observations/2026/2026-07-13-mrjvkfnx/2026-07-13-01-jpg.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-13-mrjvkfnx","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-13-mrjvkfnx; unique-by-sha256",""
"CDL-0146","media_asset","images/observations/2026/2026-07-13-mrjvlmsb/2026-07-13-01-jpg.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-13-mrjvlmsb","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-13-mrjvlmsb; unique-by-sha256",""
"CDL-0147","media_asset","images/observations/2026/2026-07-13-mrjvnqpv/2026-07-13-01-jpg.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-13-mrjvnqpv","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-13-mrjvnqpv; DUP-005 (2 byte-identical files; sha256 3a1502e9250e)",""
"CDL-0148","media_asset","images/observations/2026/2026-07-13-mrjvpi34/2026-07-13-01-jpg.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-13-mrjvpi34","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-13-mrjvpi34; DUP-006 (2 byte-identical files; sha256 028ae168fc22)",""
"CDL-0149","media_asset","images/observations/2026/2026-07-13-mrjvrhu1/2026-07-13-01-jpg.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-13-mrjvrhu1","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-13-mrjvrhu1; DUP-007 (2 byte-identical files; sha256 c543eefad443)",""
"CDL-0150","media_asset","images/observations/2026/2026-07-13-mrjvsbsd/2026-07-13-01-jpg.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-13-mrjvsbsd","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-13-mrjvsbsd; DUP-008 (2 byte-identical files; sha256 849fda7c849f)",""
"CDL-0151","media_asset","images/observations/2026/2026-07-13-mrjvtdph/2026-07-13-01-jpg.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-13-mrjvtdph","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-13-mrjvtdph; unique-by-sha256",""
"CDL-0152","media_asset","images/observations/2026/2026-07-13-mrjvut2e/2026-07-13-01-jpg.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-13-mrjvut2e","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-13-mrjvut2e; DUP-009 (2 byte-identical files; sha256 1b20ea04b7a7)",""
"CDL-0153","media_asset","images/observations/2026/2026-07-13-mrjvwl2h/2026-07-13-01-jpg.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-13-mrjvwl2h","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-13-mrjvwl2h; DUP-010 (2 byte-identical files; sha256 649bead96f2b)",""
"CDL-0154","media_asset","images/observations/2026/2026-07-13-mrjvydb7/2026-07-13-01-jpg.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-13-mrjvydb7","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-13-mrjvydb7; DUP-011 (2 byte-identical files; sha256 4b3170fdcbb0)",""
"CDL-0155","media_asset","images/observations/2026/2026-07-13-mrmmemqj/photo-1-jpg.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-13-mrmmemqj","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-13-mrmmemqj; unique-by-sha256",""
"CDL-0156","media_asset","images/observations/2026/2026-07-13-mrmor2tk/photo-1-jpg.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-13-mrmor2tk","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-13-mrmor2tk; DUP-002 (3 byte-identical files; sha256 df185f747067)",""
"CDL-0157","media_asset","images/observations/2026/2026-07-14-mrjy1kxl/2026-07-14-01-jpg.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-14-mrjy1kxl","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-14-mrjy1kxl; unique-by-sha256",""
"CDL-0158","media_asset","images/observations/2026/2026-07-14-mrjy2o1q/2026-07-14-01-jpg.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-14-mrjy2o1q","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-14-mrjy2o1q; unique-by-sha256",""
"CDL-0159","media_asset","images/observations/2026/2026-07-14-mrjy6cso/2026-07-14-01-jpg.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-14-mrjy6cso","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-14-mrjy6cso; DUP-012 (2 byte-identical files; sha256 5817a2974082)",""
"CDL-0160","media_asset","images/observations/2026/2026-07-14-mrjy8qzr/2026-07-14-01-jpg.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-14-mrjy8qzr","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-14-mrjy8qzr; DUP-013 (2 byte-identical files; sha256 8f009b505540)",""
"CDL-0161","media_asset","images/observations/2026/2026-07-14-mrmlqfvx/photo-1-jpg.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-14-mrmlqfvx","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-14-mrmlqfvx; DUP-014 (2 byte-identical files; sha256 a0130607fca3)",""
"CDL-0162","media_asset","images/observations/2026/2026-07-14-mrmmbbfd/photo-1-jpg.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-14-mrmmbbfd","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-14-mrmmbbfd; DUP-001 (2 byte-identical files; sha256 7bfc2cecd1ea)",""
"CDL-0163","media_asset","images/observations/2026/2026-07-16-709f8a29-9426-45c7-8dee-0f9e37fabe01/garden-2d146c57-0520-4551-a1f0-840af7cc3e5b-1.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-16-709f8a29-9426-45c7-8dee-0f9e37fabe01","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-16-709f8a29-9426-45c7-8dee-0f9e37fabe01; DUP-015 (4 byte-identical files; sha256 e026346464c6)",""
"CDL-0164","media_asset","images/observations/2026/2026-07-16-73e33b00-1c90-4738-9cbb-4a2f9ba1bca7/garden-d5e74612-d02e-4830-adba-8a2a4f3094ce-1.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-16-73e33b00-1c90-4738-9cbb-4a2f9ba1bca7","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-16-73e33b00-1c90-4738-9cbb-4a2f9ba1bca7; DUP-016 (5 byte-identical files; sha256 e3a760675312)",""
"CDL-0165","media_asset","images/observations/2026/2026-07-16-b4dbde92-142d-4035-99d9-eb3d0c7e1100/garden-d3c29a89-a706-4f1e-b140-9cca917d2ecb-1.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-16-b4dbde92-142d-4035-99d9-eb3d0c7e1100","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-16-b4dbde92-142d-4035-99d9-eb3d0c7e1100; DUP-015 (4 byte-identical files; sha256 e026346464c6)",""
